STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
LGN,D,41,M FLOW,19971106 0000,19971106 0000,461, ,CFS
LGN,D,41,M FLOW,19971107 0000,19971107 0000,434, ,CFS
LGN,D,41,M FLOW,19971108 0000,19971108 0000,452, ,CFS
LGN,D,41,M FLOW,19971109 0000,19971109 0000,471, ,CFS
LGN,D,41,M FLOW,19971110 0000,19971110 0000,421, ,CFS
LGN,D,41,M FLOW,19971111 0000,19971111 0000,409, ,CFS
LGN,D,41,M FLOW,19971112 0000,19971112 0000,406, ,CFS
LGN,D,41,M FLOW,19971113 0000,19971113 0000,386, ,CFS
LGN,D,41,M FLOW,19971114 0000,19971114 0000,382, ,CFS
LGN,D,41,M FLOW,19971115 0000,19971115 0000,398, ,CFS
LGN,D,41,M FLOW,19971116 0000,19971116 0000,403, ,CFS
LGN,D,41,M FLOW,19971117 0000,19971117 0000,385, ,CFS
LGN,D,41,M FLOW,19971118 0000,19971118 0000,368, ,CFS
LGN,D,41,M FLOW,19971119 0000,19971119 0000,371, ,CFS
LGN,D,41,M FLOW,19971120 0000,19971120 0000,365, ,CFS
LGN,D,41,M FLOW,19971121 0000,19971121 0000,354, ,CFS
LGN,D,41,M FLOW,19971122 0000,19971122 0000,323, ,CFS
LGN,D,41,M FLOW,19971123 0000,19971123 0000,324, ,CFS
LGN,D,41,M FLOW,19971124 0000,19971124 0000,352, ,CFS
LGN,D,41,M FLOW,19971125 0000,19971125 0000,349, ,CFS
LGN,D,41,M FLOW,19971126 0000,19971126 0000,336, ,CFS
LGN,D,41,M FLOW,19971127 0000,19971127 0000,327, ,CFS
LGN,D,41,M FLOW,19971128 0000,19971128 0000,325, ,CFS
LGN,D,41,M FLOW,19971129 0000,19971129 0000,326, ,CFS
LGN,D,41,M FLOW,19971130 0000,19971130 0000,326, ,CFS
LGN,D,41,M FLOW,19971201 0000,19971201 0000,325, ,CFS
LGN,D,41,M FLOW,19971202 0000,19971202 0000,337, ,CFS
LGN,D,41,M FLOW,19971203 0000,19971203 0000,334, ,CFS
LGN,D,41,M FLOW,19971204 0000,19971204 0000,347, ,CFS
LGN,D,41,M FLOW,19971205 0000,19971205 0000,337, ,CFS
LGN,D,41,M FLOW,19971206 0000,19971206 0000,337, ,CFS
LGN,D,41,M FLOW,19971207 0000,19971207 0000,337, ,CFS
LGN,D,41,M FLOW,19971208 0000,19971208 0000,346, ,CFS
LGN,D,41,M FLOW,19971209 0000,19971209 0000,340, ,CFS
LGN,D,41,M FLOW,19971210 0000,19971210 0000,332, ,CFS
LGN,D,41,M FLOW,19971211 0000,19971211 0000,366, ,CFS
LGN,D,41,M FLOW,19971212 0000,19971212 0000,340, ,CFS
LGN,D,41,M FLOW,19971213 0000,19971213 0000,334, ,CFS
LGN,D,41,M FLOW,19971214 0000,19971214 0000,334, ,CFS
LGN,D,41,M FLOW,19971215 0000,19971215 0000,329, ,CFS
LGN,D,41,M FLOW,19971216 0000,19971216 0000,350, ,CFS
LGN,D,41,M FLOW,19971217 0000,19971217 0000,339, ,CFS
LGN,D,41,M FLOW,19971218 0000,19971218 0000,333, ,CFS
